
iter 0
5.58 5.30 0.28
4.58 5.35 -0.78
6.44 6.52 -0.08
7.32 7.72 -0.41
9.11 8.66 0.45
9.99 10.13 -0.14
9.70 12.03 -2.33
10.03 11.85 -1.82
11.96 13.00 -1.04
13.40 12.70 0.70
13.02 13.03 -0.00
13.24 13.09 0.15
12.79 12.56 0.23
11.77 13.55 -1.78
13.35 13.25 0.11
12.53 12.46 0.07
11.17 13.22 -2.05
13.20 13.41 -0.22
13.87 13.59 0.28
14.01 13.10 0.91
14.53 13.05 1.47
15.92 12.91 3.00
15.23 12.72 2.50
11.19 12.72 -1.53
13.90 12.62 1.29
13.71 12.59 1.11
12.99 14.36 -1.37
13.54 13.46 0.08
15.07 13.29 1.78
13.07 12.17 0.90
10.86 13.43 -2.57
12.65 12.70 -0.05
12.77 12.03 0.74
10.79 10.62 0.17
9.11 9.29 -0.18
8.80 8.82 -0.02
5.92 8.72 -2.80
8.44 7.01 1.42
5.31 5.84 -0.53
4.77 4.77 0.00
2.94 3.98 -1.04
2.25 2.81 -0.56
0.55 1.58 -1.03
-0.40 0.78 -1.18
-1.37 -0.62 -0.75
-1.83 -2.11 0.28
-3.76 -2.66 -1.10
-4.76 -4.43 -0.33
-5.82 -4.81 -1.00
-7.36 -6.30 -1.06
-7.10 -7.49 0.39
-10.05 -7.93 -2.12
-7.98 -8.90 0.91
-9.80 -10.03 0.22
-10.51 -10.64 0.13
-12.24 -11.28 -0.96
-11.25 -12.21 0.96
-13.24 -13.03 -0.21
-12.11 -14.53 2.42
-15.21 -15.38 0.17
-15.92 -15.89 -0.03
-14.97 -18.00 3.04
-17.24 -18.77 1.53
-18.57 -20.67 2.10
-19.83 -19.78 -0.05
-18.98 -20.64 1.67
-20.27 -19.84 -0.43
-19.14 -19.86 0.73
-17.47 -19.24 1.77
-19.94 -19.25 -0.69
-19.86 -20.04 0.18
-19.40 -20.44 1.05
-19.17 -19.39 0.23
-20.53 -19.65 -0.88
-19.68 -20.29 0.61
-18.20 -20.35 2.15
-18.31 -20.32 2.01
-19.00 -21.11 2.11
-18.72 -19.77 1.06
-21.31 -20.19 -1.12
-19.65 -20.86 1.22
-19.32 -19.62 0.30
-19.61 -20.00 0.40
-18.73 -20.84 2.11
-19.30 -20.20 0.90
-20.18 -19.82 -0.36
-19.25 -20.89 1.64
-19.36 -20.53 1.16
-20.16 -19.83 -0.33
-17.54 -20.77 3.23
-19.55 -19.27 -0.28
-18.06 -19.15 1.09
-20.00 -20.17 0.18
-19.80 -20.23 0.43
-20.15 -19.95 -0.20
-19.79 -20.31 0.52
-19.11 -20.25 1.14
-20.57 -20.01 -0.55
-19.39 -20.38 0.99
-19.03 -20.41 1.39
-19.89 -19.79 -0.11
-19.07 -20.08 1.02
-20.18 -19.87 -0.31
-20.16 -20.40 0.24
-20.70 -20.35 -0.35
-20.12 -20.60 0.48
-20.31 -19.67 -0.64
-19.76 -19.79 0.03
-19.21 -19.60 0.39
-19.26 -20.44 1.18
-18.91 -20.32 1.41
-18.15 -19.89 1.74
-19.65 -19.59 -0.07
-20.17 -19.85 -0.32
-20.99 -19.60 -1.40
-20.48 -19.97 -0.51
-20.52 -19.43 -1.09
-18.63 -20.10 1.48
-19.27 -20.00 0.73
-19.01 -19.90 0.89
-20.53 -20.62 0.09
0


iter 9
1.91 0.44 1.46
2.61 1.90 0.70
1.18 2.17 -0.98
3.58 2.95 0.63
4.28 3.50 0.78
4.16 4.41 -0.25
3.71 4.34 -0.63
5.05 3.81 1.23
6.33 5.47 0.86
5.92 5.34 0.58
6.11 5.82 0.29
6.22 4.04 2.18
4.57 5.99 -1.42
6.42 4.35 2.07
3.87 4.22 -0.35
6.18 4.93 1.25
4.09 5.21 -1.12
4.12 5.01 -0.88
6.09 5.91 0.18
5.20 4.60 0.60
4.46 5.30 -0.84
5.60 4.68 0.92
3.43 4.80 -1.37
5.19 4.83 0.36
4.25 4.95 -0.70
4.06 5.88 -1.81
6.59 4.61 1.97
3.79 5.16 -1.36
4.68 4.85 -0.17
4.15 5.74 -1.59
4.16 5.15 -0.99
3.32 4.44 -1.13
2.57 5.17 -2.61
3.74 5.57 -1.83
3.96 4.97 -1.01
3.93 3.26 0.68
2.75 1.88 0.87
0.98 1.71 -0.73
2.50 0.76 1.73
0.87 0.39 0.48
1.05 1.50 -0.45
1.65 -0.13 1.78
-1.03 -0.57 -0.47
0.93 0.15 0.77
-0.29 -0.34 0.04
0.08 0.79 -0.72
1.88 0.55 1.33
0.57 -0.24 0.80
-0.31 -0.56 0.25
-0.35 -0.62 0.27
0.18 -0.65 0.82
-0.09 0.72 -0.81
0.05 0.62 -0.57
1.50 0.99 0.51
0.16 0.91 -0.76
0.16 -0.57 0.73
-1.53 -0.53 -1.00
-0.57 0.41 -0.97
1.30 0.23 1.07
-0.53 0.52 -1.05
-0.71 -0.44 -0.27
-0.73 0.61 -1.35
-0.98 0.04 -1.02
-1.96 0.23 -2.19
-2.43 0.02 -2.45
-1.48 -0.22 -1.26
-0.92 -0.01 -0.91
0.01 -1.94 1.95
-2.11 -3.16 1.05
-2.97 -3.39 0.42
-4.18 -4.40 0.22
-5.18 -5.48 0.30
-4.83 -5.53 0.71
-5.86 -6.87 1.01
-6.95 -8.95 2.00
-9.41 -7.39 -2.01
-9.22 -8.94 -0.27
-8.97 -8.02 -0.95
-7.77 -8.20 0.42
-9.44 -7.57 -1.87
-6.85 -7.70 0.85
-7.53 -7.78 0.24
-6.80 -7.86 1.06
-7.32 -8.76 1.44
-9.08 -8.00 -1.08
-8.37 -7.61 -0.76
-9.03 -7.35 -1.68
-7.49 -8.35 0.86
-6.96 -8.30 1.34
-10.02 -7.06 -2.96
-6.52 -7.14 0.62
-6.65 -7.79 1.15
-6.75 -7.51 0.75
-6.79 -7.65 0.86
-7.69 -7.82 0.14
-7.42 -7.78 0.36
-7.69 -7.81 0.12
-7.19 -9.59 2.40
-10.95 -8.18 -2.76
-6.85 -8.00 1.15
-7.07 -7.65 0.58
-6.75 -8.05 1.30
-7.41 -8.02 0.61
-6.12 -7.24 1.12
-8.21 -7.96 -0.26
-7.17 -7.06 -0.11
-5.37 -8.11 2.73
-6.80 -8.34 1.54
-8.12 -8.56 0.43
-7.71 -8.22 0.51
-7.44 -7.24 -0.20
-8.73 -8.76 0.03
-9.53 -8.10 -1.43
-7.55 -8.69 1.14
-8.67 -7.35 -1.32
-5.98 -8.33 2.35
-6.72 -7.85 1.13
-7.36 -8.31 0.95
-7.37 -8.30 0.93
-7.85 -8.26 0.41
-7.89 -8.30 0.41
-8.25 -7.64 -0.61
-7.17 -8.81 1.64
-8.30 -7.77 -0.53
-7.17 -8.32 1.15
-8.60 -8.04 -0.56
0


iter 10
10.99 1.11 9.88
10.57 2.47 8.10
7.96 3.45 4.51
7.38 4.52 2.86
6.47 6.20 0.27
8.99 7.56 1.43
9.07 8.51 0.56
10.52 8.66 1.86
10.77 9.65 1.13
11.48 9.42 2.06
12.24 10.84 1.41
13.14 10.27 2.87
13.53 10.37 3.16
11.92 10.44 1.48
11.17 10.63 0.54
13.84 9.82 4.02
12.12 11.26 0.86
12.50 10.35 2.15
13.14 9.55 3.59
8.52 10.47 -1.95
11.32 9.76 1.56
8.82 10.79 -1.97
9.61 9.43 0.18
7.17 10.50 -3.33
7.13 9.89 -2.76
6.33 8.28 -1.95
5.19 7.28 -2.09
2.11 6.08 -3.97
1.74 4.96 -3.22
3.28 3.46 -0.18
0.62 1.42 -0.80
-1.30 0.31 -1.62
-0.74 -0.75 0.01
-2.48 -2.03 -0.45
-4.44 -3.66 -0.78
-2.35 -3.69 1.34
-2.84 -5.14 2.30
-5.64 -5.08 -0.56
-5.64 -3.69 -1.95
-4.30 -5.15 0.84
-6.96 -5.10 -1.85
-5.48 -5.36 -0.13
-5.04 -5.58 0.53
-7.65 -4.74 -2.91
-5.58 -4.93 -0.65
-5.30 -5.32 0.02
-4.91 -4.96 0.06
-5.11 -4.95 -0.15
-5.89 -5.21 -0.68
-5.85 -4.82 -1.03
-5.28 -5.34 0.06
-6.54 -5.51 -1.03
-4.13 -4.82 0.69
-4.25 -4.96 0.71
-4.38 -4.85 0.47
-4.57 -4.78 0.21
-5.63 -5.21 -0.42
-4.07 -5.70 1.63
-5.95 -5.07 -0.88
-4.57 -5.46 0.90
-3.40 -4.66 1.26
-4.90 -4.65 -0.25
-4.28 -5.39 1.10
-6.02 -4.94 -1.08
-4.38 -4.73 0.35
-2.69 -5.80 3.11
-4.26 -4.66 0.40
-4.23 -4.88 0.65
-4.58 -4.97 0.39
-4.48 -4.20 -0.28
-2.51 -4.96 2.46
-2.39 -4.70 2.31
-5.48 -5.09 -0.40
-3.99 -4.59 0.60
-4.52 -4.15 -0.36
-3.12 -5.16 2.04
-5.68 -4.74 -0.94
-4.60 -4.37 -0.23
-4.18 -4.05 -0.13
-5.79 -4.74 -1.05
-3.46 -4.71 1.25
-5.96 -4.26 -1.69
-5.26 -5.25 -0.02
-5.83 -4.72 -1.11
-5.52 -5.15 -0.37
-5.42 -4.69 -0.73
-5.61 -5.20 -0.41
-5.60 -6.00 0.40
-7.04 -4.87 -2.17
-4.95 -5.15 0.19
-6.75 -4.67 -2.08
-7.17 -5.20 -1.97
-7.59 -5.33 -2.25
-6.68 -4.64 -2.04
-5.38 -4.61 -0.77
-6.09 -4.93 -1.15
-6.50 -4.46 -2.05
-6.87 -4.79 -2.09
-5.45 -4.28 -1.17
-4.50 -4.83 0.33
-6.25 -3.87 -2.38
-4.01 -4.64 0.63
-5.81 -5.07 -0.75
-5.48 -5.33 -0.14
-6.75 -5.59 -1.16
-5.39 -4.31 -1.08
-5.02 -3.83 -1.18
-5.12 -4.74 -0.37
-6.49 -5.05 -1.44
-5.73 -4.70 -1.04
-6.95 -4.99 -1.96
-6.25 -5.02 -1.23
-7.72 -4.83 -2.88
-4.77 -5.21 0.44
-6.34 -5.72 -0.62
-7.98 -5.12 -2.86
-5.67 -4.31 -1.37
-3.96 -5.10 1.14
-6.68 -5.80 -0.88
-6.36 -5.56 -0.81
-5.59 -4.71 -0.87
-4.65 -5.27 0.62
-7.07 -5.86 -1.22
-6.34 -5.25 -1.09
-5.17 -4.89 -0.28
-4.34 -6.13 1.79
0


iter 11
1.54 1.49 0.05
1.98 2.26 -0.28
4.24 2.11 2.13
3.57 3.46 0.11
4.40 4.67 -0.27
4.87 4.17 0.71
6.24 5.35 0.89
4.44 4.71 -0.27
3.26 4.87 -1.61
3.19 5.61 -2.42
7.13 4.58 2.55
3.01 5.36 -2.34
3.61 5.51 -1.90
5.87 5.12 0.75
4.75 4.73 0.02
4.44 5.95 -1.51
4.57 5.14 -0.57
4.15 4.36 -0.21
5.12 4.30 0.82
4.22 3.78 0.43
3.76 3.86 -0.11
5.21 4.45 0.76
4.36 5.35 -0.99
3.92 4.90 -0.98
4.15 4.10 0.05
3.51 3.94 -0.44
2.23 2.81 -0.58
3.76 1.97 1.79
0.91 0.79 0.12
1.86 0.24 1.62
1.44 0.05 1.39
1.33 0.41 0.92
1.21 0.44 0.77
1.74 -0.33 2.07
0.55 -0.48 1.03
0.78 -0.36 1.14
2.27 1.18 1.09
2.38 0.59 1.79
1.31 1.19 0.12
1.84 -0.57 2.40
-0.79 -0.15 -0.65
0.40 0.75 -0.35
1.03 -0.87 1.90
0.39 0.28 0.11
3.10 0.03 3.08
0.09 -0.35 0.44
1.55 0.09 1.46
0.74 0.61 0.13
1.51 0.28 1.23
0.89 -0.17 1.06
0.32 0.18 0.14
-0.80 0.59 -1.38
1.17 0.01 1.16
0.58 0.52 0.06
0.50 0.46 0.04
-0.06 -0.38 0.32
0.77 -0.24 1.02
0.04 -0.53 0.57
0.95 -0.50 1.45
0.33 0.14 0.19
0.52 -0.65 1.17
0.01 -0.26 0.27
1.34 0.14 1.19
0.41 0.13 0.28
-1.77 -0.14 -1.63
-1.55 0.32 -1.87
-1.03 0.04 -1.07
1.13 -0.12 1.25
-0.22 0.39 -0.61
0.93 -0.21 1.14
-0.22 -0.03 -0.19
1.11 -0.43 1.54
-1.09 -0.00 -1.09
-0.47 0.21 -0.68
0.38 -0.47 0.86
-1.74 0.83 -2.57
-0.22 0.22 -0.43
0.78 -0.27 1.05
-1.00 -0.79 -0.20
-2.60 0.11 -2.71
-1.04 0.00 -1.05
-1.24 -0.38 -0.86
-0.04 -0.03 -0.00
-1.74 -0.29 -1.44
-1.43 0.20 -1.64
0.49 -0.58 1.07
-1.51 -0.55 -0.96
-0.54 -1.41 0.87
-2.05 -1.49 -0.56
-0.69 -2.33 1.64
-0.70 -3.00 2.30
-2.64 -4.13 1.49
-3.23 -5.04 1.81
-4.63 -6.04 1.41
-6.89 -7.43 0.54
-6.71 -7.49 0.78
-7.38 -8.20 0.82
-8.90 -7.76 -1.14
-6.97 -7.79 0.82
-6.36 -8.49 2.12
-7.88 -7.14 -0.74
-6.65 -8.19 1.54
-5.67 -8.10 2.43
-5.13 -8.87 3.74
-7.33 -7.16 -0.18
-6.20 -7.17 0.97
-6.77 -7.84 1.07
-4.20 -8.34 4.14
-4.96 -7.70 2.74
-6.76 -7.79 1.03
-5.71 -8.45 2.73
-5.83 -7.53 1.70
-5.70 -9.02 3.32
-6.17 -8.07 1.90
-7.91 -7.46 -0.45
-4.73 -8.95 4.22
-6.34 -8.18 1.84
-7.03 -7.37 0.35
-5.40 -7.60 2.20
-6.41 -8.61 2.21
-7.58 -8.02 0.44
-6.88 -8.38 1.51
-7.46 -8.20 0.74
-6.17 -7.51 1.34
-5.23 -7.17 1.94
-5.10 -8.80 3.69
0


iter 12
9.73 1.17 8.56
9.19 1.97 7.22
10.72 3.16 7.56
11.35 3.41 7.94
11.24 4.16 7.07
10.49 4.31 6.18
11.10 4.08 7.02
9.92 3.86 6.06
9.27 3.93 5.34
10.10 4.26 5.84
8.47 3.19 5.28
7.61 3.07 4.54
7.76 3.97 3.79
8.64 3.70 4.94
6.65 4.13 2.52
6.45 3.81 2.65
6.87 4.06 2.81
5.25 4.75 0.51
5.98 4.49 1.49
3.21 4.95 -1.74
6.08 4.87 1.20
5.35 3.90 1.45
5.19 3.91 1.28
3.66 3.94 -0.28
5.09 3.31 1.78
4.04 3.38 0.66
3.04 3.24 -0.19
2.40 3.92 -1.52
5.98 4.56 1.42
4.35 3.62 0.73
4.43 4.12 0.31
4.22 4.78 -0.56
6.00 4.21 1.79
4.31 3.22 1.09
4.79 4.36 0.42
5.55 3.33 2.22
3.05 3.35 -0.30
4.22 3.96 0.26
4.09 4.28 -0.19
4.51 4.44 0.07
4.31 3.46 0.85
2.89 4.12 -1.24
3.05 4.26 -1.21
4.24 3.94 0.30
4.89 3.50 1.39
4.24 3.34 0.91
3.48 4.33 -0.85
5.02 4.54 0.48
3.67 3.59 0.08
2.19 4.41 -2.22
4.30 4.33 -0.03
4.13 4.01 0.11
3.33 3.75 -0.43
2.01 2.81 -0.81
1.30 2.11 -0.82
1.65 1.55 0.10
2.71 -0.60 3.31
-2.78 -1.73 -1.05
-2.16 -2.40 0.23
-4.04 -3.62 -0.42
-5.17 -3.73 -1.44
-4.46 -4.38 -0.08
-4.26 -3.76 -0.50
-4.90 -4.15 -0.75
-4.17 -4.13 -0.04
-5.34 -4.40 -0.94
-5.33 -3.75 -1.59
-1.31 -3.63 2.32
-2.80 -3.69 0.89
-3.16 -3.92 0.76
-3.55 -4.26 0.71
-2.89 -4.15 1.26
-3.47 -4.86 1.39
-3.76 -3.69 -0.08
-2.76 -4.12 1.36
-2.69 -4.50 1.81
-4.87 -4.11 -0.76
-2.47 -4.58 2.11
-3.88 -4.41 0.54
-3.12 -4.26 1.15
-2.83 -4.47 1.64
-2.26 -3.97 1.71
-1.30 -4.43 3.13
-2.48 -3.73 1.25
-1.84 -3.63 1.79
-3.07 -3.59 0.52
-1.40 -4.73 3.33
-3.52 -4.65 1.14
-3.75 -4.63 0.88
-3.90 -4.26 0.36
-2.89 -4.49 1.61
-1.74 -4.40 2.66
-4.12 -4.39 0.27
-4.31 -3.99 -0.33
-5.97 -3.64 -2.33
-2.61 -3.96 1.35
-3.08 -3.56 0.48
-4.46 -4.28 -0.19
-4.94 -4.80 -0.14
-4.98 -3.33 -1.65
-3.81 -3.64 -0.17
-3.93 -4.40 0.48
-5.03 -3.74 -1.30
-4.55 -3.60 -0.96
-3.86 -3.89 0.03
-5.05 -3.58 -1.47
-4.32 -4.02 -0.31
-2.50 -4.19 1.69
-6.83 -3.63 -3.20
-4.39 -4.00 -0.38
-4.98 -3.70 -1.28
-4.37 -4.16 -0.21
-4.12 -4.58 0.46
-3.20 -3.34 0.14
-5.78 -4.62 -1.16
-4.72 -3.91 -0.82
-3.57 -4.33 0.76
-5.21 -3.39 -1.81
-3.63 -3.80 0.17
-1.88 -4.53 2.64
-5.37 -3.99 -1.38
-6.12 -3.72 -2.41
-4.01 -3.83 -0.18
-4.52 -3.85 -0.67
-5.53 -4.26 -1.27
-6.37 -4.09 -2.29
0


iter 13
5.69 1.85 3.84
4.38 1.70 2.68
4.85 1.83 3.02
2.82 3.20 -0.38
4.50 3.21 1.30
4.57 3.58 0.99
4.17 4.83 -0.66
6.23 3.67 2.56
3.62 4.19 -0.57
2.37 4.53 -2.16
3.66 3.04 0.62
3.70 4.68 -0.98
2.85 3.95 -1.10
4.00 3.23 0.77
3.97 1.93 2.04
1.95 1.23 0.72
2.97 0.19 2.79
1.34 -0.86 2.20
1.21 0.01 1.20
1.39 0.12 1.28
1.17 0.04 1.13
1.50 0.84 0.67
1.75 0.36 1.39
1.69 -0.30 1.99
-0.19 -0.62 0.43
2.18 -0.24 2.42
-0.40 1.41 -1.81
3.74 -0.05 3.80
1.66 -0.48 2.14
1.12 0.21 0.91
2.14 0.75 1.39
1.75 0.07 1.68
1.58 -0.05 1.62
0.63 -0.07 0.70
1.54 -0.33 1.87
-0.27 -0.24 -0.02
2.03 -0.24 2.27
2.32 0.83 1.49
2.05 0.39 1.66
1.28 -0.11 1.39
0.12 0.01 0.12
1.24 0.05 1.19
1.43 -0.22 1.66
0.47 -0.70 1.16
-0.61 0.22 -0.83
0.40 -0.16 0.56
0.74 -0.21 0.95
-0.86 0.18 -1.04
0.37 0.33 0.03
1.04 -0.01 1.05
0.92 -0.84 1.76
-0.16 -0.66 0.51
0.82 -0.14 0.96
0.25 -1.24 1.49
-2.09 -0.84 -1.25
-0.17 0.18 -0.36
1.30 0.30 1.01
0.00 0.33 -0.33
0.16 -0.81 0.96
0.04 -0.65 0.69
-1.22 0.33 -1.55
0.44 0.10 0.35
0.63 0.08 0.56
-1.65 -0.12 -1.53
0.28 -0.47 0.75
-0.92 0.15 -1.06
-1.40 -0.95 -0.45
-0.82 0.37 -1.19
-0.94 -0.35 -0.59
0.77 -0.37 1.14
-0.66 0.30 -0.96
-0.39 0.54 -0.92
-1.14 -0.37 -0.77
-1.24 0.33 -1.57
-1.64 0.76 -2.39
-1.08 -0.01 -1.07
-0.57 0.43 -1.00
-0.02 -0.07 0.05
-0.44 0.71 -1.14
-0.30 -0.08 -0.23
-1.30 0.42 -1.72
-1.58 0.42 -2.00
0.72 -0.04 0.76
-0.02 0.95 -0.97
-0.30 -1.40 1.10
-0.96 -0.14 -0.83
-0.72 -0.29 -0.44
-1.08 -0.13 -0.95
-0.53 0.58 -1.11
-0.13 0.20 -0.33
0.19 0.31 -0.12
0.47 -0.53 1.00
-0.22 -0.41 0.20
-0.96 -0.14 -0.82
0.53 0.11 0.42
-0.52 -0.23 -0.29
0.10 -0.35 0.44
-0.01 -0.11 0.10
0.72 -0.21 0.94
-0.38 -0.10 -0.28
-2.26 -0.52 -1.74
0.21 0.37 -0.16
-0.81 0.90 -1.70
0.67 -0.85 1.52
-0.57 -0.79 0.22
1.50 0.58 0.92
1.25 -0.65 1.90
-1.58 -0.24 -1.34
0.31 -0.27 0.58
-0.80 0.15 -0.95
1.64 -0.17 1.82
0.93 0.84 0.09
0.78 -0.10 0.88
0.47 0.37 0.10
0.49 1.18 -0.69
0.93 0.83 0.10
-0.20 0.88 -1.08
0.22 0.14 0.08
-1.05 -0.83 -0.21
-0.51 1.12 -1.63
-1.96 0.58 -2.54
-0.35 -0.50 0.15
-1.70 0.42 -2.12
-1.98 -0.49 -1.49
-0.60 0.30 -0.90
0.55 0.49 0.07
0


iter 14
10.48 0.77 9.71
10.96 1.85 9.12
10.75 2.14 8.60
11.09 1.96 9.12
10.25 2.40 7.85
10.58 2.64 7.94
10.74 3.75 6.99
10.63 5.31 5.32
11.92 6.73 5.19
11.04 6.62 4.42
11.61 7.54 4.06
10.07 8.28 1.79
10.69 9.10 1.60
9.04 10.38 -1.34
7.64 10.66 -3.01
6.69 9.76 -3.06
6.42 8.92 -2.50
7.25 9.35 -2.10
7.18 9.44 -2.26
4.94 9.51 -4.56
8.08 9.88 -1.79
6.35 9.75 -3.39
5.91 10.64 -4.72
7.61 10.19 -2.58
5.72 10.07 -4.35
7.33 10.56 -3.23
5.32 10.31 -4.99
6.84 10.13 -3.29
6.15 9.33 -3.19
6.84 9.96 -3.12
6.07 10.23 -4.17
6.54 10.34 -3.80
8.27 10.40 -2.13
6.40 10.30 -3.91
7.23 9.46 -2.23
5.57 10.08 -4.52
7.24 9.25 -2.01
5.28 10.25 -4.97
5.85 9.75 -3.90
5.18 8.92 -3.74
5.78 7.37 -1.59
1.42 6.74 -5.32
2.00 6.51 -4.51
2.36 5.36 -3.01
0.64 4.71 -4.07
-0.41 3.24 -3.65
-3.38 2.11 -5.49
-1.42 1.07 -2.48
-1.28 0.42 -1.70
-2.42 -0.15 -2.27
-2.84 -1.10 -1.74
-3.70 -2.82 -0.88
-5.97 -4.31 -1.66
-5.25 -5.24 -0.01
-6.52 -6.43 -0.09
-9.46 -7.06 -2.40
-8.64 -7.76 -0.88
-9.02 -9.32 0.31
-8.84 -9.59 0.74
-8.31 -10.29 1.97
-9.64 -10.27 0.63
-8.34 -9.31 0.98
-8.30 -10.40 2.10
-8.65 -9.85 1.20
-6.93 -9.34 2.41
-7.85 -10.04 2.19
-9.14 -10.02 0.88
-7.44 -9.75 2.31
-6.28 -9.12 2.84
-6.42 -9.69 3.27
-6.45 -10.08 3.64
-6.95 -10.49 3.54
-7.81 -9.72 1.91
-7.67 -10.09 2.42
-5.15 -9.78 4.63
-5.62 -10.42 4.80
-5.75 -10.47 4.72
-6.59 -9.43 2.84
-7.28 -9.60 2.32
-5.62 -9.08 3.46
-6.77 -10.05 3.28
-6.59 -9.43 2.84
-5.04 -10.09 5.05
-7.70 -9.52 1.82
-5.69 -9.99 4.30
-6.98 -10.31 3.32
-6.55 -10.34 3.79
-5.39 -9.62 4.22
-4.94 -10.34 5.40
-4.35 -10.57 6.22
-5.70 -8.98 3.29
-5.06 -8.59 3.53
-4.43 -9.92 5.49
-5.16 -9.73 4.57
-4.11 -9.42 5.31
-6.30 -9.78 3.48
-4.59 -9.82 5.23
-4.74 -9.68 4.94
-5.30 -9.90 4.60
-4.89 -9.12 4.23
-5.30 -9.47 4.17
-3.91 -10.01 6.10
-6.20 -9.94 3.75
-6.08 -9.07 2.98
-5.11 -9.73 4.62
-6.04 -10.09 4.04
-5.70 -9.85 4.14
-5.63 -9.86 4.23
-4.53 -9.15 4.62
-5.61 -9.62 4.02
-3.94 -9.10 5.16
-4.91 -9.69 4.78
-4.82 -10.17 5.36
-4.36 -10.01 5.65
-5.88 -10.19 4.31
-5.29 -10.18 4.89
-5.48 -10.76 5.28
-5.83 -10.27 4.45
-7.24 -9.66 2.42
-3.97 -10.00 6.04
-6.01 -9.36 3.36
-6.24 -9.85 3.61
-4.52 -10.48 5.96
-6.17 -9.95 3.78
-6.67 -9.14 2.47
-5.44 -10.03 4.60
0


iter 15
7.14 2.03 5.11
5.15 3.65 1.50
5.74 4.43 1.32
4.64 4.78 -0.14
6.60 5.95 0.65
5.04 7.17 -2.13
8.45 8.37 0.09
6.81 10.47 -3.66
4.32 11.12 -6.80
6.79 12.84 -6.05
6.17 14.39 -8.22
7.64 15.46 -7.82
6.73 15.87 -9.14
6.81 17.01 -10.20
5.85 18.73 -12.88
6.27 20.12 -13.84
6.34 21.44 -15.10
5.69 21.99 -16.30
4.82 22.62 -17.80
5.53 24.05 -18.52
7.08 25.50 -18.42
2.96 25.71 -22.75
-0.16 26.83 -26.99
4.95 27.55 -22.60
1.55 28.89 -27.34
2.44 30.08 -27.64
2.65 30.29 -27.64
2.93 29.96 -27.03
2.95 29.55 -26.59
2.57 29.66 -27.09
2.03 28.83 -26.80
1.85 27.71 -25.86
2.98 26.02 -23.04
3.28 25.88 -22.60
3.24 24.96 -21.71
2.32 23.81 -21.49
2.86 22.54 -19.68
3.45 21.59 -18.14
1.60 20.87 -19.27
4.04 18.85 -14.81
3.01 17.95 -14.94
4.31 17.14 -12.83
2.94 16.26 -13.32
3.46 15.22 -11.77
0.86 14.97 -14.11
0.52 14.64 -14.11
1.68 13.35 -11.67
2.13 12.04 -9.91
3.09 11.23 -8.14
2.17 9.98 -7.81
1.97 8.60 -6.64
0.72 7.21 -6.49
1.99 5.56 -3.57
1.22 4.88 -3.66
0.24 4.21 -3.97
2.15 1.91 0.24
-0.13 1.45 -1.58
1.22 0.75 0.46
1.09 -0.12 1.21
0.83 -0.60 1.43
0.72 -2.39 3.11
-1.06 -3.85 2.79
2.34 -5.47 7.82
-1.63 -6.49 4.85
-1.05 -7.49 6.44
-2.63 -8.20 5.57
-2.23 -9.01 6.78
-3.98 -10.35 6.36
-3.30 -11.58 8.28
-2.80 -12.70 9.90
-3.88 -13.27 9.39
-4.33 -14.23 9.89
-5.02 -14.79 9.77
-5.02 -16.49 11.48
-5.78 -17.96 12.17
-5.12 -18.01 12.90
-6.73 -18.84 12.12
-7.30 -19.97 12.66
-4.63 -21.25 16.62
-7.09 -21.59 14.49
-6.83 -22.25 15.42
-5.70 -23.76 18.06
-9.16 -24.26 15.09
-7.35 -24.79 17.45
-6.94 -25.13 18.19
-4.71 -25.41 20.70
-5.73 -26.73 21.00
-7.36 -28.71 21.35
-7.60 -30.42 22.82
-8.02 -30.86 22.83
-7.16 -30.36 23.20
-7.61 -29.45 21.84
-8.24 -30.04 21.80
-7.97 -29.60 21.63
-8.35 -30.07 21.72
-9.94 -29.82 19.88
-6.82 -29.55 22.74
-6.83 -30.25 23.42
-6.57 -31.01 24.44
-7.85 -30.64 22.79
-5.62 -30.09 24.47
-4.53 -31.65 27.12
-4.80 -30.16 25.36
-3.65 -29.77 26.12
-4.24 -30.59 26.35
-1.83 -30.23 28.40
-4.73 -29.63 24.90
-1.98 -30.52 28.54
-4.07 -29.94 25.87
-2.72 -29.27 26.55
-5.23 -29.75 24.52
-3.04 -30.37 27.33
-4.07 -29.44 25.37
-4.04 -29.77 25.73
-3.72 -30.40 26.68
-3.40 -29.70 26.30
-3.93 -30.02 26.08
-2.49 -30.77 28.28
-2.99 -29.70 26.72
-3.71 -29.97 26.27
-2.89 -30.41 27.52
-4.55 -29.99 25.44
-3.30 -29.88 26.58
-4.27 -30.10 25.82
-3.82 -29.79 25.97
-4.21 -29.71 25.49
0


iter 16
7.91 0.57 7.34
7.90 1.34 6.56
9.20 2.63 6.57
8.46 3.38 5.09
8.27 4.16 4.12
6.26 5.43 0.83
6.95 6.75 0.21
6.44 8.00 -1.56
4.39 8.26 -3.88
4.38 9.69 -5.31
3.18 10.77 -7.59
6.26 11.65 -5.40
3.88 12.27 -8.39
4.80 14.46 -9.66
4.45 15.75 -11.29
5.60 15.38 -9.78
4.07 14.16 -10.09
4.77 13.21 -8.44
5.31 12.91 -7.61
4.32 12.18 -7.87
3.48 10.94 -7.46
3.75 9.79 -6.04
2.82 8.60 -5.78
2.31 6.30 -3.99
-0.24 5.45 -5.69
